	id	sentence1	sentence2	similarity
5610	f0e720129f93899dfb980a71e	Napolitano elected for second term as Italy president	Italian President Napolitano elected for second term	1.0
7409	e17c90c5f54a6884526e1a41d	A man plays a trumpet.	A man is playing the trumpet.	1.0
502	1d9c7f21a248a2cc4782f74f6	A toy train is striking a toy car.	A toy train strikes a toy car.	1.0
6625	230a70ade44411f7579963295	The short answer is that yes, you can do this.	Speaking from my own experience, I would rather carry different ND filters that combine two polarisers.	0.0
5243	c4cb46167639d7cd44c341605	Mandela back in hospital in ‚Äėserious but stable‚Äô condition	Nelson Mandela returns to hospital in ‚Äėserious but stable‚Äô condition	1.0
1695	a61b78ae5b6f3864c1c7208d3	A man standing on a boat is pulling another boat close by with a bamboo stick.	a man in a black hat standing in front of a brick wall and a sign	0.0
5969	27993d905df0680cafd3cc043	The person is starting a fire.	A person makes fire.	1.0
869	8d8d0da4a081065923cec7439	A monkey is walking on a bed.	A man is riding a horse.	0.0
5592	a4b4e5c7201c966aaa6da9ba1	What makes India vote? Jaipur Lit Fest debates	What makes India vote? Debate at Jaipur Literature Festival	1.0
7407	710d5cc4dd282aebbfb322e92	A man is playing a musical keyboard.	A man is playing a keyboard piano.	1.0
6215	2a22d9d70f05d56d0b1141ba8	A group of seven people are rafting in the rapids in a green boat.	A group of people are standing and sitting around on the ground at night.	0.0
6655	39d9cc48b8a64e4ff4250cc34	Here's a technique  I've developed without being aware of it: Multiple Browsers.	I agree with others that tracking your time is fundamental to the solution.	0.0
813	e8b0b69aa9606f7fc658ecfa5	The two dogs were in the pen.	The cowboy rode his horse in the desert.	0.0
8124	fd7779a70a356ebf653cc09f8	I agree with the other comments.	I agree with the previous comments.	1.0
3659	6ca54fe5f03a23764021b8aed	vietnam has among the world's strictest drug laws. 	vietnam's drug laws are among the world's strictest laws.	1.0
8034	f4abc5478e27ed953e61c1724	Yes, there is a chemical difference.	Yes, there is a reason for it.	0.0
7968	e9aa4d79ef51c931a1739923c	It makes absolutely NO difference.	No, it makes no difference.	1.0
8031	2a3781b7fc3f7e2deea158f3d	You got it right.	You've got it right.	1.0
8064	fbf1c10d4fc3ea2ca2e525b8a	You are on the right path.	You're right on about the sample definition.	0.0
972	f6630016ecfa05b50b5527b0b	Someoen is cooking onions.	A man is swinging nunchucks.	0.0
3586	782f5e89808864ac7c2427d2d	saferworld team leader on transfer controls and small arms roy isbister stated-- the eu embargo prohibits direct or indirect supply of military equipment for use in myanmar. 	saferworld team leader on transfer controls and small arms roy isbister stated that -- the eu embargo explicitly states that no military equipment should be supplied either directly or indirectly for use in myanmar.	1.0
44	506ba4f095fccf5af41f068ef	A person cuts an onion.	A person is cutting an onion.	1.0
8072	a17e08c650fc5c63560136ff0	I had the same problem as you.	I have just had the same problem.	1.0
5074	f82bc0071fb3394d451ea1ddc	Palestinian diplomat dies in Prague blast	Palestinian diplomat killed in explosion in Prague	1.0
1585	e932e258e1830e4f9aab7406f	Two dogs play in the grass.	Two dogs are playing in the grass.	1.0
5197	2a07fb49b975a3c0a829be9b3	Anthony Weiner slips to fourth place in new poll	Weiner falls to fourth in new NYC mayoral poll	1.0
7199	700da70f351057288e75ab5e7	Poll: Cory Booker takes early lead for N.J. Senate	Nigella Lawson 'took cocaine every day for a decade'	0.0
1513	34f1aacd7311721cd43553152	A brown dog laying on a blue cover.	A person is diving into clear blue water.	0.0
2114	faa2acc7b4ea18eec924e7462	Originally Posted by anabelle What's wrong with that?	Originally Posted by Vienna To 'say' what?	0.0
1859	78915d0a114d76213b3831360	Two soccer players battle for the ball during an intense match.	Two little orange and white dogs are in the snow.	0.0
6405	5cffdd6403eccf3553b881b2d	The farther away, the faster the galaxies move away from us.	Here is my answer to a similar question posted on the physics stack exchange website.	0.0
308	03db6f9faca25a4e38b3c09db	A person is cutting a meat.	A person riding a mechanical bull	0.0
877	d52da444031af8819e4846905	The person is removing the scales from the fish.	A person is descaling a fish.	1.0
5554	6ebf31876cbf91944af639531	Senate confirms Obama nominee to key appeals court	Senate approves Obama nominee to key appeals court	1.0
5737	08810f9d95cce3b849b043357	Thomas Cook accused of putting costs before customers	University of Florida frat accused of spitting on wounded war veterans	0.0
1541	ce14b3e78d88c5f09818eaa0a	A tent and a campsite in a sunlit forest.	A white dog on a beach is carrying a stick in its mouth.	0.0
3494	0f50ebc0988681be33b116837	helmand province is the world's largest opium-producing region. 	helmand province is the world's largest producer of opium.	1.0
1289	444222fc3bba2b6bc77c920fd	A buddha statue holding a candle is sitting on a table.	A man fishing on a small boat while on a lake.	0.0
5271	dc959f62b0509d6c9d0fe4aef	Updated - Two explosions near finish line of Boston Marathon	Two explosions at Boston Marathon finish line	1.0
6548	8db72a6f949542751c248ad27	Oh friend, I have been down this miserable road just like you.	Yes, it is accepted practice to wash new Semi-Static rope (or Single Rope Technique/SRT Rope as it is known by cavers).	0.0
5435	bff4df1f275939969edaaaf53	China ‚Äėwill protect interests‚Äô of foreign business	Obama in ‚Äėdirect‚Äô confrontation with Putin on Ukraine	0.0
7200	3100486ea69e56af1f83aaffb	Blast on Indian train kills one	State: No funds for yeshiva that incites violence	0.0
5728	b5247fe453e82862b4aaa8885	Who abandoned 3 Boeing planes at the airport?	Police abandon posts in Lesotho, fear for lives	0.0
237	2a0e0b2a1184a103c50441c82	A cat is licking a sucker.	A woman is slicing cucumber.	0.0
5868	221c5a6afd04d44d3c8cf346d	A cat is on a robot.	A man is eating bread.	0.0
3662	b1830b12fdeb9dc86298edc0c	russia ratified the amended version of the treaty. 	russia ratified the amended treaty.	1.0
5118	9fc980d297811cc7ea0c0975c	Outrage after reports emerge about 6-year-old Indian girl raped at school	Outrage After Indian Girl, 6, Raped at Her School	1.0
5550	0401a251d1d609f35ae10166a	Food price hikes raise concerns in Iran	American Chris Horner wins Tour of Spain	0.0
2965	0aa6f0dacf15d9033151e3bad	When the bomb exploded at the Casa de España, customers were eating dinner and playing bingo.	At the Casa de Espaa, customers were eating dinner and playing bingo when a bomb went off.	1.0
919	93ecdcb47af9f89f588c20265	A man is catching a ball.	A cat is rubbing against a baby.	0.0
4447	15cf52590cc3f1033b485b0a1	2 dead, 2 injured in Nevada middle school shooting	Nevada: 2 dead, 2 hurt in middle school shooting	1.0
5437	ffb39d99a077bae35480454ac	Many dead as asylum boat sinks off Australia	Mandela spends third day in hospital	0.0
5569	db48715856ad625154e72b22b	Couple marry in the UK's first Scientology wedding	Couple get married in Britain's first Scientology wedding	1.0
395	0e6b52b0c156f0451bbf68c9a	A dog is jumping on a trampoline.	A boy is playing a guitar.	0.0
5520	5a6c94a8bead2ab92dae17a33	Venezuela expels three U.S. diplomats	Venezuela Expels 3 U.S. Diplomats	1.0
1608	c41ce862db3ad73d4c861cf4f	A dog shaking off water.	A dog shaking water off.	1.0
5830	36c119f3f74c7f3395262cd22	A man playing the guitar.	A woman is painting her lips.	0.0
3844	52552c3d41b5dee17719baa8b	Capello quits as England manager	Capello resigns as England manager	1.0
141	c5a94eaf5be58c76d42b4c7c3	A woman is dancing.	A man is talking.	0.0
5740	1a1d9cc6c1ca9af28f73f7800	Pakistan executions draw international ire	Pakistan protests ceasefire violations by India	0.0
4836	e09f2925565d51ad50e6ad2b6	China's new PM rejects US hacking claims	China Premier Li rejects 'groundless' US hacking accusations	1.0
818	aa47d774c0c5fafbccc3d3ff3	A man is eating.	A woman is rock climbing.	0.0
1226	347748f29438332db7e9875f3	Two guys sit on a couch holding beers with a girl lying on their laps.	Two women watching the street with their bikes to see when they may cross.	0.0
7683	14c550337708792c293a3c126	A red haired women in black is posing for a man while resting on a tree.	A man in a black shirt is holding a child wearing sunglasses.	0.0
7961	7762f652c2b154202e5897b95	The best thing you can do is to know your stuff.	The best thing to do is to overcome the fussiness.	0.0
3907	cbf67a78c25b7e6acceec0e69	Clinton calls for friends of Syria to unite	Plastic artist calls for greater support for new talents	0.0
58	fe6602f4e8d2a6a5b3e67a4c2	A woman rides a horse.	A woman is riding a horse.	1.0
7137	7a8c2cb073fee5c64c82a9648	Turkish police mass near Istanbul park protest area	British police deny protecting sex abuser Savile	0.0
816	fe91679629fe287b35d1e39f0	A man is opening a box using a knife.	A man is playing a guitar.	0.0
5605	39527e0617a427b4d71bcf544	Spain approves new restrictive abortion law	Spanish government approves tight restrictions on abortion	1.0
5580	6b1907f7f86cf4a1f1e4a8612	Death toll in Syria now tops 100,000	Death toll in Syria over 100,000 so far	1.0
940	1c4b2243371bf966d822cecb1	A woman is dancing by a fire.	A man ties a noose.	0.0
5978	1a20f325b1772e90b1f1d7634	A woman is slicing big pepper.	A man is playing an instrument.	0.0
6298	2674ca956576f48e9df921a61	The puppy is outdoor.	A man in printed board shorts is doing a yoga pose on the beach.	0.0
5945	ecd3812b3eb63d549cea9a818	A woman is cooking meat.	A man is speaking.	0.0
200	e1c6a421418c7ebddc7345809	Someone is feeding a animal.	Someone is playing a piano.	0.0
7660	225341eb09bba972974c2e324	Two boys playing a game of flag football.	Two boys are playing flag football.	1.0
1450	e140f211ad63a80ffea4261d5	A young boy laying on a sofa with a dog.	A small boy laying on a sofa with a dog.	1.0
6318	0e163dcfd2b37d2bdbe155a85	They are preparing for a performance at school.	Two medical professionals in green look on at something.	0.0
4038	918aa832517138bb3bdd7073d	Scientists Resurrect Flowers from Prehistoric Seeds	Nintendo trims red ink, lowers forecast for year	0.0
7911	39058533e3f33f96c0713df86	There are two ways to start with: plunging and dripping.	There are two traditional ways to bend wood:	0.0
6653	67f05eb6f40a5bad2ad83f8c7	I think you need to apply a little statistical thinking to this.	One general key to not feeling dejected is to avoid comparing yourself to others.	0.0
404	2906800eefdecb9de1fc73f6a	A man is jumping rope outside.	A woman is slicing a cucumber.	0.0
353	8d11306065d851f961527e6de	A man is taking some math classes.	A man is rinsing a steak.	0.0
7180	4ad7f84e9bf1ce7bf83932aa8	Greek police arrest German on suspicion of spying	Israel press bemoans price of talks resumption	0.0
8613	0753bfd1bc6759577ecad8893	AbbVie Sours on $55B Shire Deal After Tax Changes	AbbVie cools on $55bn Shire deal after US tax changes	1.0
6917	155912a6c4be6897745f46544	"""We hope all parties will continue to make efforts and continue the process of dialogue,"" the Chinese Foreign Ministry said in a statement."	"China's foreign ministry said: ""We hope all parties will continue to make efforts and continue the process of dialogue."""	1.0
3551	8a0a308487161c3cdc2025c99	the iranian government stated-- the iranian nuclear program remains peaceful. 	the iranian government says the nuclear program is peaceful.	1.0
1602	ada25364b1a70b7f3bb06a571	A blond haired lady in white poses for the camera.	A black and white dog runs with its mouth open.	0.0
394	e532edc2ffa2a1017822da385	A man is playing a guitar.	Someone is handling a bun.	0.0
8568	3e496d597efa67309e2cab8fa	5 nations meet on haze	Putin's marriage at an end	0.0
5244	8a3a7529fd0eec59040cfed26	East Harlem explosion death toll rises	Mexico storm death toll continues to rise	0.0
7240	78681aeba97d6ba2629a6db4d	Oil falls in Asian trade	Oil prices down in Asian trade	1.0
3861	5defc00aabafb988508b90223	Erdogan and Putin talked in raised voice	Foreign militants killed in Somalia in strike on car	0.0
875	c38a8f41db3b1d75c0b08bf14	A man is playing a violin.	The baby is laughing and crawling.	0.0
375	b5e6c55e22240756c113c8786	The animal is eating.	A woman is dancing.	0.0
483	f09486bcfc980d4a32e2a5b63	A cat is licking himself.	A man is slicing a white onion with a mandolin slicer.	0.0
293	4a4737f421a3c4ee61ff05231	A woman is water skiing on a lake.	A man is playing a flute.	0.0
926	54500cd726bc01dc0138510a6	A boy is playing piano and singing.	A pig is agitating a lion.	0.0
7491	1c66598040bc6b6ae78801214	A man is doing exercise.	A baby is laughing.	0.0
39	2385d295fb8735fba804b2eea	A woman peels shrimp.	A woman is peeling shrimp.	1.0
4304	2732abcb4ea6c401e5314909b	Two die in Syria violence after UN monitors land	Two year doping ban for Contador	0.0
8112	7286b379f51ab025fc638fcd1	Yes, there is a reason to not do what you propose.	Yes, there is a chemical difference.	0.0
6037	bce75b3c2c325f49c3e82c502	A scantily clad woman is standing next to a car.	A yellow and orange bird hold on to the side of a cage.	0.0
5557	8aa6e661ce094b176f024dd71	Syrian Rebel Groups Battle Each Other in North	Syrian rebel groups battle each other in north	1.0
1184	d29d4ffaaaff97156486fe1bf	A flat screen TV on the floor.	A flat-screen TV sits on the floor.	1.0
7922	9525752b5db4be112ff5449d9	I was in a similar situation.	I had a similar situation.	1.0
1967	95217db8447810339a925d914	A tattooed man in black playing a white guitar and singing.	A woman in a black and white coat and earmuffs.	0.0
1084	06fb30ad050f6aa7e9c089dce	A man sitting on the grass looking toward the sky.	The train is riding on the tracks in the snow.	0.0
831	2e68299412f3050a6a790f108	A man is buttering bread.	A woman is ridint a horse.	0.0
7231	e25e759618f4368a43ad740e3	Chinese lunar rover lands on moon	China lands robot rover on moon	1.0
1272	5117bf5148d83361056bba3b9	The cat is sitting between two bicycles in front of a door.	Than horse standing in a field in front of a fence.	0.0
5027	3aba218e4f9cbaf286fb4cbbb	Kevin Rudd sworn in as Australian prime minister	Rudd sworn in as Australia's new Prime Minister	1.0
6414	0f20a4b9618472f597dbb3e78	There are individuals who possess extraordinary memory ability, sometimes called eidetic memory.	There are many arguments for why this is not the case.	0.0
8606	fc50de3dad745975251f2dfd2	Mt Gox reveals 200,000 'forgotten' bitcoin haul	Mt Gox finds 200,000 'forgotten' bitcoins	1.0
641	ae37ca88b4c319b1eb14bf9d4	The man is peeling an apple.	A man peels an apple.	1.0
5975	c93b92fa5b6e3ed81fb02214f	A woman is mixing eggs in the bowl.	A man is doing push ups.	0.0
6996	1ea7a5265c6cbb8a2c5996c10	But skeptics are concerned about the ease with which vendors can use these hardware-based security features to set digital rights management policies.	But skeptics are concerned about the ease at which these hardware-based security features could be used to set digital rights management policies by vendors.	1.0
7921	9c7e8992b26389e5af8dbdfa1	The answers so far are already good, but I'd like to add a map for Switzerland:	You have a lot of answers already, but I'd like to add Curries as another solutions.	0.0
714	ba681022abb2fcc1018d1fd4f	A man is being put into an abulance.	A man is pouring pasta onto a plate.	0.0
866	b0ac53cf30ee77d59bd15b9c4	A man  is driving a car.	A woman dips a shrimp in batter.	0.0
1334	d74a847f6e4963966ec09308c	A close-up of a brown horse's head.	A close-up of a yellow school bus.	0.0
1371	2498fb46ffbad28f810135545	A gray cat with green eyes looks at the camera.	A grey cat with green eyes looking into the camera.	1.0
1735	9f0d3ca5272b12811b6144e59	A yellow shirted man wearing a golden sun mask.	A man in a yellow shirt wears a gold, sun-shaped mask.	1.0
246	e2b53e861e42ffda7ccfdba90	A man puts some cheese on a pizza.	The man sprinkled cheese on the pizza.	1.0
7107	fe643460cae55f5c68560986d	Google invests $200 million in Texas wind farm	Google invests 200 million USD in Texas wind farm project	1.0
19	ca0ea7c291a7a9bc20bd59aa6	The man is riding a horse.	A man is riding on a horse.	1.0
7518	f9a2578810cf724cc93fe8442	Two green and white trains sitting on the tracks.	Two green and white trains are sitting on the train track.	1.0
6233	52d7690e194f949c5765bcfc9	A Golden Retriever jumping off a wood porch.	A golden retriever is jumping off a wooden porch	1.0
5565	f117a86035727ad078cd9e8fa	Two killed in Bahrain car explosion	Two killed in Bahrain car blast	1.0
354	cec7f9f30ead8c0e9878999f3	Animals are playing in water.	Two men are playing ping pong.	0.0
7508	7fe7d52231aefe20272f684ab	The flock of sheep are spread out in the field.	A white cat stands on the floor.	0.0
8119	d994f47dd62c69e377c0b021a	You may have to experiment and find what you like.	You have to find out what works for you.	1.0
1143	66f18f78c1ce0a7b963525a4c	A plane flying at a distance.	A woman with a white horse.	0.0
666	fd6fcd2f85091d9fb9b864523	The lady put the baby int a trashcan.	A woman puts a baby in a trash can.	1.0
863	1ab18971cf67b5bc616e52aa3	A man rides a horse.	A woman rubs a baby's leg.	0.0
8028	941ba41018baae3be4107071a	There are a few things I think you should do.	There are a few things I don't understand:	0.0
2500	71d7596be17042a78a7d7694f	After protesters rushed the stage and twice cut power to the microphone, Hedges drew the speech to an early close.	After protesters rushed the stage and twice cut power to the microphone, Hedges cut his speech short.	1.0
5849	4c8249d53c40a4e189d2a0cf6	A woman is riding on a horse.	A man is turning over tables in anger.	0.0
4752	16768f8954fba7b974c26e235	Three feared dead after helicopter crashes into pub	Three feared dead after helicopter pub crash	1.0
4282	90245f82bbf725db453570282	IDF to deploy Iron Dome in Central Israel	Major snowstorm barrels down on Central Plains	0.0
7385	b0e17322daec4c2e58f7b577c	A woman plays the flute.	A woman is playing the flute.	1.0
934	aa679c6511a1c6ab3afdb3835	A man is traveling in a boat.	A woman is cutting up a carrot with a knife.	0.0
7524	c8ee58ad3d1328b81a9125d3a	A man in a top hat rides a white horse.	A man with a top hat riding a white horse.	1.0
7901	8ffe4cd11a5e695acfce8f838	It's not a good idea.	It's a good question.	0.0
6564	a769176f09684405bfee5a0f4	I'm facing a similar situation; being Danish and living in (German-speaking) Austria.	An alternative would be to expose her solely or additionally to Hindi in daycare.	0.0
5808	6db77b2827f23c1e9ea9cc5bc	A young man is playing the piano.	A woman is peeling a prawn.	0.0
7447	e59ed84b4a4444b4ea1283675	A woman is braiding her hair.	A man is riding a motorcycle.	0.0
4142	2637051e1bceb93583b1556cc	9,000 U.S. Marines to leave Okinawa	9,000 U.S. Marines to move out of Okinawa: statement	1.0
996	92ed7c2a905ea28c8993aec3d	The men are playing soccer.	A man is riding a motorcycle.	0.0
1219	915bc0a0928a437ba76f5ebb3	A group of people having a drink.	A row of locomotives on a siding in a field.	0.0
3985	1e7530b70d1d72793bf7461fc	Bradley triumphs at Firestone as Furyk fades	Bahrain court upholds sentences against uprising leaders	0.0
7374	e45bd53898211d9e6b423e7a7	A woman and man are dancing in the rain.	A man and woman are dancing in rain.	1.0
7989	0f53bee5e53a66ecb7cec6d1a	How do you do that?	How to do that?	1.0
4853	8a1e31907fa32343ee42cd1ee	Myanmar’s Suu Kyi urges party unity amid squabbles	Suu Kyi urges party unity amid squabbles	1.0
7702	061460c29fadd41bc9d19369b	A little boy and a little girl playing together outside.	A woman wearing a white shirt stands on the street.	0.0
1614	a638fbb16d7f7d11740c1d01b	A black dog with a blue collar is running in the snow.	A black dog wearing a blue collar is running through the snow.	1.0
6654	0bfbc18d41feddc7b4becc265	A quick research (1, 2) showed me that the concentration of caffeine seems to peak about 30-60mins after ingestion.	The issue is that it never becomes useful in its true meaning.	0.0
438	1eb4a8300c30d70490b8b1c45	Two Sumo ringers are fighting each other.	A man rides a water toy in the water.	0.0
1027	f79cfcd637f2d105581792c09	An elderly woman stands in a kitchen with two cats at her feet.	The old lady is standing in the kitchen with two cats at her feet.	1.0
4376	caafdf1279917928ba0977c96	Generations divided over gay marriage	G20 Summit ends divided over Syria	0.0
5981	d70e897d316fe184e2c184caa	A tiger club is playing with a ball.	A person is chopping shrimp with a knife.	0.0
8067	2d3a093278cb1a9ed3756036d	It's also a matter of taste.	It's mostly a matter of taste.	1.0
5748	5e0d508d82be6272f5f616861	Putin spokesman: Doping charges appear unfounded	The Latest on Severe Weather: 1 Dead in Texas After Tornado	0.0
7247	cf06f2f426062a5a41486020b	Obama is right: Africa deserves better leadership	Obama waiting for midterm to name attorney general	0.0
5319	6d6cc820a6f6db7ac4bcd4494	Palestinian President Receives Jordanian Foreign Minister	Palestinian arrested for sexually harassing young girls	0.0
7655	33ffb7952f40b263c64fab215	Two racing dogs run in the mud.	The man is going into the water.	0.0
541	1f95a4bfbbf65e5996886211f	The man is playing the drums.	A man is playing drums.	1.0
1224	4bd625bb6ca47cdfc59137896	A train sitting on the tracks near a field.	A baby is sitting in the grass.	0.0
992	895dd1e71e947f87a1f24eabc	A female applies something to he hair with her hands.	A cat is eating a slice of watermelon.	0.0
4807	0631a3ccd59cc45d53d8db395	South African icon Nelson Mandela hospitalized	South Africa's Nelson Mandela Hospitalized	1.0
1420	6c4a7dc4073be5db6356e409b	A black and white image of a cat laying on a rug.	Black and white picture of a cat laying on a rug.	1.0
1934	7e63e80e4696c7aabe9011829	Woman in red overalls standing on the sidewalk.	A woman in red overalls stands on sidewalk.	1.0
5766	48915fdfaf4990ba82dd4fdc2	A man is climbing a rope.	A man climbs a rope.	1.0
994	62b2440e464621afc08c389d8	The man is playing the wooden flute.	A little boy is vacuuming the floor.	0.0
1115	c29b6424bf35f54a1490e316b	A girl in a red shirt is riding a brown horse.	A tan and white dog laying in bed with a yellow coverlet.	0.0
1708	836789ca4e20203bd4d39297a	Two dogs are playing around in the dirt.	A dancer posing for the camera in a red and white dress.	0.0
5521	732e0a5399a03d265ca850d8b	Heavy smog hits north China city, flights cancelled	Heavy Smog Hits North China City, Flights Canceled	1.0
4287	da2eca01c0b29a958a96311e4	20-member parliamentary, trade team leaves for India	Commerce secretary to take leave of absence	0.0
1745	251174d781a1f8f4aca0446e3	A black dog retrieves in the snow.	A skateboarder jumping in the street.	0.0
5295	9d0aad109103168fa0bdf6c52	Israel downs drone from Lebanon	Israel shoots down drone from Lebanon	1.0
757	999c9583cf6f2b613a2ac446d	A woman is peeling an orange.	A man is playing a flute.	0.0
4884	a7749bf701df75f8e8ee72e77	Sniper waiting for result of appeal	New glories for China in striving for renewal	0.0
6659	fed35e55323f0f7b98e1b86ca	To stick with the traditional pomodoro technique this is considered an interruption.	There is actually functionality in most browsers already in place to do just this.	0.0
6497	9f4424dffbe3747f903045b44	I bought a book, which talks about this, so here's an answer to my own question.	Well I wouldn't risk it, not in a cold compost system.	0.0
7205	33ba49a90d11ee0a438b44623	All eyes on new Pak army chief Raheel Sharif	Flood alerts in France as river levels rise	0.0
3922	33b538afaf3307989785a42a1	Remains of 167 bodies found in Mexican cave	Remains of 167 people found in Mexico cave	1.0
1899	e5731100df95df498d716f7c5	Two dogs playing in snow.	Two dogs play in the snow.	1.0
6057	6fd818cda6053d89662382344	A backpack standing beside a train.	A social gathering of people in a restaurant.	0.0
5104	a141fe363adc9cbed020dceee	Moon rocks indicate earth's orb born of collision	Indian minister killed in head-on collision	0.0
5747	ac49563b910299b83296e5fcb	China, India vow to further bilateral ties	China Scrambles to Reassure Jittery Stock Traders	0.0
8022	6414ea4d131f809d27f470917	Can you do this?	So, CAN you do this?	1.0
24	59caa606b050c4625509baa15	A woman peels a potato.	A woman is peeling a potato.	1.0
1886	30e053e995a068ef8540b2f4d	Two men sit on the sidewalk in front of stores.	A woman in a bathing suit walks a dog on the beach.	0.0
16	26d8b472c8c5853087315c642	The polar bear is sliding on the snow.	A polar bear is sliding across the snow.	1.0
8010	d349a40e1f35e95bd63bdd326	What is your lid made of?	What is your paper for?	0.0
4961	43f46c10aa77f2d7ae74aa680	Iran warns against military intervention in Iraq	Explosion near Damascus military airport	0.0
7434	443d919564768c142b49c3b51	A man is playing a piano.	A guy is peeling a potato.	0.0
3993	5fa024029eb94e06fd3f2d0aa	US pledge to rebuild Haiti not being met	US Pledge to Rebuild Haiti Not Being Met	1.0
2844	e333a9e1d8883b5879896eabf	The national denomination of the Episcopal Church, with 2.3 million members, is the U.S. branch of the 77 million-member Anglican Communion.	The Episcopal Church, with 2.3 million members, is the American branch of the worldwide Anglican Communion, which has 77 million adherents.	1.0
6700	c45811ea3c4fd014b49c3c717	Reading your post, made me think of my younger years !!	I'd say you need to distract yourself from the bigger picture.	0.0
6676	1ffda58f51118306892f3e65f	I was invited in to pitch story ideas to Ron Moore at ST:TNG.	It's obviously possible for it to leave the field without harm - it occurred.	0.0
5833	2f806839a0925fdb2e58def5e	The man used a sword to slice a plastic bottle.	A man sliced a plastic bottle with a sword.	1.0
6477	b4a2920ee0a8aa23ec9fbd294	First of all, as a general matter of fact you suppose to change your workout routine in every 3-4 weeks.	You can mix those, but in my experience, it will be very difficult at first.	0.0
7364	d7671d78e527ff0b331021ee5	A boy is playing violin on stage.	A person is mixing a pot.	0.0
7964	42538417e94bff4fef7d7f324	You PROBABLY don't have any chance at the moment.	"Saying ""thanks, I don't have any questions at the moment."""	0.0
8097	f845d2f3eefcb6f72080fc289	It is impossible to answer this question without a form check.	This is a part answer to your question	0.0
2502	f003a617ed43ddb539d8c4a50	Doctors say one or both boys may die, and that some brain damage is possible if they survive.	Doctors said that one or both of the boys may die and that if they survive, some brain damage is possible.	1.0
4715	0c70a92f9f385477f11d32297	Goa first step in Modis march to Delhi	For first time in history, Technion to teach engineering in Russia	0.0
5674	5ca7cff4e572f479bd4331d40	4 killed, several injured in SW China car accident	Two killed, seventeen injured in Raiwind road accident	0.0
2863	3cc90fe88485e1787ad5196a7	Police spokesman Brig. Gen. Edward Aritonang confirmed Saturday that another two had been arrested, one in Jakarta and another in Magelang, Central Java.	Brigadier General Edward Aritonang, a police spokesman, confirmed yesterday that another two had been arrested, one in Jakarta and another in Magelang, Central Java.	1.0
7479	9df412b18bde238cb99f2936e	A man reels in a fish.	A woman is pouring oil in a bowl.	0.0
6539	0137a91005ac449e598c93146	In a gym, the toprope will be wrapped over a cylindrical bar.	Alright, there are several different issues here that we must be sure to address.	0.0
5883	fbb478605ec6e7ab2ad668f0b	The man is slicing a potato.	A man is slicing potato.	1.0
4960	b124fe5c5f9e5315cf2b25cf9	Prince Charles 'compares Putin to Hitler'	Prince Charles 'compares Vladimir Putin to Adolf Hitler'	1.0
7879	89987b95df8acf20b2583d0a8	You just have to base your answer on what you do know, which is what you want.	You may want it, but the process given to you is what you have to work within.	0.0
6736	7c9c66c61ebb0f590cc823660	You have to define the problem before attempting a solution.	Whenever I start reading the same lines over and over again, I start skimming.	0.0
6201	d803458170bac147acbcaa6c6	A dog jogs through the grass.	a dog trots through the grass.	1.0
5325	a470bcfbd67951e7a5ae70e7a	Algerian priest to lecture about Christian heritage in N. Africa	Telstra applies to list China site in NY	0.0
1422	130a234f55eebb86e574016bb	Two women are sitting in a cafe.	Two men catching a fish in a swamp.	0.0
4629	1e3e5bb473a5a804d57d2423d	Students take a ride on airwaves	5.5-magnitude quake hits off Taiwan	0.0
7924	1fb5b6ca45b86f20694a08612	There is no maximum.	There is no quarantine period.	0.0
1912	b0488ea071c084d9bf6b77374	A man in a blue cap is sitting on a stool under a tree.	A dog standing on a beach with a ball nearby.	0.0
5860	ad8f0689a9af873d6867af36f	A woman is dancing.	A man breaks a stick.	0.0
8578	8573515fb768a895ae8987188	Protests continue in tense Ukraine capital	Protests Continue In Ukraine's Capital	1.0
4417	1171847e406ba9f1d7e9cbd69	Zimmerman stopped for speeding in Texas, released with warning	Zimmerman pulled over in Texas for speeding, given warning	1.0
4644	ee9c0eea19ad74c4272af2a6a	Australia to scrap soaring national debt ceiling	Australian PM insists no argument with Indonesia	0.0
57	3bb288ccdce5495916e58086e	A man is playing the drums.	A man plays the drum.	1.0
115	401130246427db8b31046eb16	A woman is using a sewing machine.	A woman is sewing on a machine.	1.0
5703	e7ed1ad1e9c9d1f0c4614affd	Libya: UN orders investigation into Libya rights abuses	India's top court orders investigation into job scam, deaths	0.0
7435	994fcf74dc92cb65d8c535d40	A man is bowling.	A kitten is walking.	0.0
7676	fb81d2bf3431a8218b734a43f	a dog jumps into the water.	A dog is jumping into the water.	1.0
4593	5d6f58243bc64b82bbeba1f97	Egypt interior minister survives bomb	Egypt's interior minister survives bomb attack	1.0
6681	442bebfa7d8b912dfc042dc7e	We have two parallel worlds in collision or maybe more.	Our intrepid heroes also didn't pursue the child who was in the spacesuit.	0.0
7807	f6483b62700417f1134cf84b3	There is a cook preparing food.	A cook is making food.	1.0
3661	5e7bd214fba324d607eedd65e	putin stated that the russian government could withdraw from the treaty altogether if western nations refuse to ratify the amended treaty. 	putin stated that russia could discard the treaty entirely if western nations refuse to ratify its amended version.	1.0
7613	f888e13023b8f7769e4741cf1	A Philips flat-screen TV is shown with its two remote controls.	A Phillips flat screen TV with two remote controls.	1.0
6226	3d17bf48922cb10c460806681	A dog with a stick follows another dog through the water.	A four wheel drive car is driving through the mud.	0.0
